01/29/2021,43.08,217499,43,44.49,41.45
01/28/2021,41.5,224936,43.7,46.7922,38.0101
01/27/2021,44.7893,100454,41.57,45.73,41.57
01/26/2021,41.74,33676,40.44,41.85,40.1782
01/25/2021,40.2616,52313,40.8,42.26,39.92
01/22/2021,40.1238,21557,38.75,40.14,38.65
01/21/2021,39.34,12147,39.45,39.495,39.079
01/20/2021,39.4141,11516,39.2207,39.53,39.1135
01/19/2021,39.12,12990,39.34,39.34,38.8663
01/15/2021,38.79,15518,39.64,39.64,38.4193
01/14/2021,39.55,48752,38.7,39.7182,38.7
01/13/2021,38.3292,7765,38.48,38.6,38.28
01/12/2021,38.67,15482,37.8898,38.67,37.8898
01/11/2021,37.7206,29905,36.9,37.7206,36.9
01/08/2021,37.3849,25054,38.11,38.11,37.08
01/07/2021,38.0515,96880,38.0284,38.0515,37.6766
01/06/2021,37.6773,42517,36.48,38.12,36.48
01/05/2021,35.55,9517,34.66,35.9515,34.66
01/04/2021,34.728,19674,35.12,35.45,34.3401
